Unnamed: 0,Airline Name,Overall_Rating,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Value For Money,Recommended
14464,Malaysia Airlines,7,Family Leisure,Economy Class,Perth to Kuala Lumpur,Dec-22,3,5,5,1,4,3,yes
14465,Malaysia Airlines,3,Business,Economy Class,Kuala Lumpur to Johor Bahru,Jan-23,2,2,1,1,1,3,no
14466,Malaysia Airlines,2,Solo Leisure,Economy Class,Kuala Lumpur to Aickland,Dec-22,3,4,3,1,2,4,no
14467,Malaysia Airlines,1,Family Leisure,Economy Class,Bali to Bangalore via Kuala Lumpur,Jan-23,2,2,1,1,1,1,no
14468,Malaysia Airlines,1,Couple Leisure,Economy Class,Ho Chi Minh City to Auckland via Kuala Lumpur,Dec-22,2,2,2,1,2,1,no
14469,Malaysia Airlines,1,Business,Economy Class,Kuala Lumpur to Tokyo Narita,Dec-22,5,5,5,5,5,5,yes
14470,Malaysia Airlines,2,Couple Leisure,Economy Class,Hi Chi Minh City to Auckland via Kuala Lumpur,Dec-22,1,3,3,1,1,1,no
14471,Malaysia Airlines,2,Family Leisure,Economy Class,Kuala Lumpur to kota Kinabalu,Oct-22,3,2,2,3,2,3,no
14472,Malaysia Airlines,1,Family Leisure,Economy Class,Singapore to Chennai via Kuala Lumpur,Dec-22,2,3,1,1,1,1,no
14473,Malaysia Airlines,2,Solo Leisure,Business Class,Bangkok to Kuala Lumpur,Dec-22,4,3,1,2,2,1,no
14474,Malaysia Airlines,6,Couple Leisure,Economy Class,Langkawi to Kuala Lumpur,Dec-22,4,4,3,4,2,3,no
14475,Malaysia Airlines,3,Family Leisure,Business Class,Kuala Lumpur to Kuching,Nov-22,1,4,4,4,1,1,no
14476,Malaysia Airlines,6,Family Leisure,Economy Class,Perth to Kuala Lumpur,Dec-22,4,4,1,1,1,1,no
14477,Malaysia Airlines,4,Couple Leisure,Economy Class,Kuala Lumpur to London,Nov-22,3,2,3,4,4,3,no
14478,Malaysia Airlines,1,Couple Leisure,Economy Class,Adelaide to Kuala Lumpur,Nov-22,3,4,3,1,3,1,no
14479,Malaysia Airlines,1,Couple Leisure,Economy Class,Sydney to London via Kuala Lumpur ,Nov-22,3,1,1,1,2,1,no
14480,Malaysia Airlines,4,Solo Leisure,Economy Class,Kuantan to Kuala Lumpur,Nov-22,2,5,3,4,1,3,yes
14481,Malaysia Airlines,5,Solo Leisure,Economy Class,Kuala Lumpur to Kuantan,Nov-22,3,5,3,3,1,3,yes
14482,Malaysia Airlines,1,Couple Leisure,Economy Class,Dhaka to Hobart via kuala lumpur,Nov-22,,,1,1,1,1,no
14483,Malaysia Airlines,1,Solo Leisure,Economy Class,London to Kuala Lumpur,Nov-22,5,5,5,5,5,5,yes
14484,Malaysia Airlines,7,Business,Economy Class,Osaka to Kuala Lumpur,Oct-22,3,4,3,5,3,5,yes
14485,Malaysia Airlines,6,Business,Economy Class,Kuala Lumpur to Tokyo,Oct-22,4,4,2,4,3,3,yes
14486,Malaysia Airlines,1,Couple Leisure,Economy Class,Delhi to Perth via Kuala Lumpur,Nov-22,,,1,,1,1,yes
14487,Malaysia Airlines,1,Couple Leisure,Economy Class,Seoul to Kuala Lumpur ,Oct-22,,,1,1,1,1,no
14488,Malaysia Airlines,1,Business,Economy Class,Kuala Lumpur to Bangkok,Oct-22,1,3,1,2,1,1,no
14489,Malaysia Airlines,1,Couple Leisure,Economy Class,Melbourne to Kuala Lumpur,Oct-22,3,1,1,1,2,1,no
14490,Malaysia Airlines,7,Solo Leisure,Economy Class,Kuala Lumpur to London,Oct-22,4,4,2,4,2,4,yes
14491,Malaysia Airlines,1,Family Leisure,Economy Class,Melbourne to Mumbai via Kuala Lumpur,Mar-22,,,1,,1,1,no
14492,Malaysia Airlines,1,Solo Leisure,Economy Class,Bali to Kathmandu via Kuala Lumpur,Apr-22,,,1,,1,1,no
14493,Malaysia Airlines,2,Solo Leisure,Economy Class,Bangkok to Auckland via Kuala Lumpur,Oct-22,,,1,,1,1,no
14494,Malaysia Airlines,1,Solo Leisure,Economy Class,Phnom Penh to Colombo via Kuala Lumpur,Sep-22,2,4,2,1,3,1,no
14495,Malaysia Airlines,1,Business,Business Class,Delhi to Kuala Lumpur,Sep-22,2,2,1,1,1,1,no
14496,Malaysia Airlines,5,Solo Leisure,Economy Class,Kuala Lumpur to Perth,Sep-22,2,3,2,2,3,1,no
14497,Malaysia Airlines,3,Couple Leisure,Premium Economy,London to Bali via Kuala Lumpur,Sep-22,2,3,3,1,3,2,no
14498,Malaysia Airlines,4,Solo Leisure,Economy Class,Bangkok to Kuala Lumpur,Sep-22,2,2,1,3,3,2,no
14499,Malaysia Airlines,1,Family Leisure,Premium Economy,Kuala Lumpur to London ,Aug-22,4,5,5,5,4,5,yes
14500,Malaysia Airlines,1,Family Leisure,Business Class,Brisbane to Bangkok via Kuala Lumpur,Aug-22,1,4,1,1,1,1,no
14501,Malaysia Airlines,8,Business,Economy Class,Perth to Bangkok via Kuala Lumpur,Jul-22,3,4,4,4,2,5,yes
14502,Malaysia Airlines,1,Solo Leisure,Economy Class,Melbourne to Bangkok via Kuala Lumpur,Aug-22,4,1,1,1,2,2,no
14503,Malaysia Airlines,1,Solo Leisure,Economy Class,Kuala Lumpur to Manila,Sep-22,,,1,1,1,2,no
14504,Malaysia Airlines,1,Solo Leisure,Economy Class,Delhi to Auckland via Kuala Lumpur,Aug-22,3,3,3,1,1,1,no
14505,Malaysia Airlines,2,Business,Economy Class,Manila to Bengaluru via Kuala Lumpur,Aug-22,1,1,1,2,2,2,no
14506,Malaysia Airlines,3,Family Leisure,Economy Class,Kuala Lumpur to Sydney,Jul-22,,,1,,1,1,no
14507,Malaysia Airlines,1,Family Leisure,Economy Class,Kuala Lumpur to Mumbai,Jun-22,2,3,1,1,1,1,no
14508,Maldivian,8,Couple Leisure,Economy Class,Malé to Khooddoo Island,Jul-18,5,5,1,5,1,3,yes
14509,Maldivian,1,Couple Leisure,Economy Class,Male to Dharavandhoo,Jan-18,1,1,1,4,1,2,no
14510,Maldivian,4,Business,Economy Class,Male to Kooddoo,May-17,3,4,1,1,1,2,no
14511,Maldivian,8,Solo Leisure,Economy Class,MLE to KDM,Jan-16,4,5,3,4,1,4,yes
14512,Malindo Air,1,Couple Leisure,Economy Class,Sydney to Kathmandu via Kuala Lumpur,Jan-23,1,1,1,1,1,1,no
14513,Malindo Air,1,Solo Leisure,Economy Class,Brisbane to Kathmandu via Kuala Lumpur,Oct-22,1,2,1,1,1,1,no
14514,Malindo Air,2,Couple Leisure,Economy Class,Phuket to Kuala lumpur,Feb-23,2,2,1,1,1,2,no
14515,Malindo Air,1,Business,Economy Class,Penang to Bangkok,Jun-22,,,1,,1,2,no
14516,Malindo Air,4,Solo Leisure,Economy Class,Mumbai to Kuala Lumpur,Jan-23,4,4,3,4,1,4,no
14517,Malindo Air,1,Family Leisure,Economy Class,Perth to Kuala Lumpur,Dec-22,1,1,1,1,1,1,no
14518,Malindo Air,1,Solo Leisure,Economy Class,Kathmandu to Perth via Kuala Lumpur,Nov-22,3,1,1,1,1,1,no
14519,Malindo Air,1,Family Leisure,Economy Class,Perth to Cochin via Kuala Lumpur ,Nov-22,1,2,1,1,1,1,no
14520,Malindo Air,2,Business,Economy Class,Kuala Lumpur to Johor Bahru,Nov-22,,,1,,1,1,no
14521,Malindo Air,1,Solo Leisure,Economy Class,Langkawi to Subang,Jul-22,1,1,1,1,1,1,no
14522,Malindo Air,2,Couple Leisure,Economy Class,Perth to Kuala Lumpur,Apr-22,1,1,1,1,1,1,no
14523,Malindo Air,1,Couple Leisure,Economy Class,Melbourne to Bali,Jul-21,,,1,,1,1,no
14524,Malindo Air,1,Couple Leisure,Economy Class,Brisbane to Bali,Jun-21,1,1,1,1,1,1,no
14525,Malindo Air,1,Solo Leisure,Economy Class,Subang to Langkawi,Nov-21,,,1,1,1,1,no
14526,Malindo Air,3,Couple Leisure,Economy Class,Penang to Subang,Nov-21,3,3,1,3,1,3,no
14527,Malindo Air,3,Family Leisure,Economy Class,Kuala Lumpur to Kolkata,Nov-20,,,1,,1,2,no
14528,Malindo Air,1,Solo Leisure,Economy Class,Jakarta to Kuala Lumpur,Aug-21,1,1,1,1,1,1,no
14529,Malindo Air,1,Family Leisure,Economy Class,Sydney to Denpasar,Aug-20,1,1,1,1,1,1,no
14530,Malindo Air,1,Solo Leisure,Economy Class,Kuala Lumpur to Kathmandu,Jul-20,,,1,,1,1,no
14531,Malindo Air,1,Couple Leisure,Economy Class,Sydney to Bali,May-20,1,1,1,1,1,1,no
14532,Malindo Air,1,Couple Leisure,Economy Class,Kerala to Kuala Lumpur via Perth,Apr-20,,,1,,1,1,no
14533,Malindo Air,1,Family Leisure,Economy Class,Malaysia to Bangladesh,Nov-20,1,1,1,1,1,1,no
14534,Malindo Air,1,Couple Leisure,Economy Class,Brisbane to Denpasar,May-20,,,1,,1,1,no
14535,Malindo Air,1,Business,Economy Class,Penang to Subang,Jul-20,,,1,,1,1,no
14536,Malindo Air,1,Couple Leisure,Economy Class,Kolkata to Perth via Kuala Lumpur,Mar-20,4,2,1,2,1,1,no
14537,Malindo Air,1,Couple Leisure,Economy Class,Brisbane to Denpasar,Jul-20,,,1,,1,1,no
14538,Malindo Air,1,Solo Leisure,Economy Class,Sydney to Denpasar,Jun-20,,,1,,1,1,no
14539,Malindo Air,1,Solo Leisure,Economy Class,Brisbane to Denpasar,Apr-20,,,1,,1,1,no
14540,Malindo Air,7,Family Leisure,Economy Class,Malacca to Penang,Jul-19,2,4,4,3,1,5,yes
14541,Malindo Air,1,Solo Leisure,Economy Class,Perth to Colombo via Kuala Lumpur,Mar-20,,,1,,1,1,no
14542,Malindo Air,1,Solo Leisure,Economy Class,Melbourne to Bali,Apr-20,,,1,,1,1,no
14543,Malindo Air,1,Solo Leisure,Economy Class,Singapore to Nepal via Kuala Lumpur,Apr-20,1,1,1,1,1,1,no
14544,Malindo Air,1,Couple Leisure,Business Class,Penang to Bangkok via Kuala Lumpur,Mar-20,,,1,,1,1,no
14545,Malindo Air,1,Solo Leisure,Economy Class,Taipei to Kuala Lumpur ,Mar-20,,,1,,1,1,no
14546,Malindo Air,1,Couple Leisure,Economy Class,Kuala Lumpur to Perth,Feb-20,1,1,1,1,1,2,no
14547,Malindo Air,1,Couple Leisure,Economy Class,Denpasar to Perth via Kuala Lumpur,Mar-20,2,1,1,1,1,1,no
14548,Malindo Air,1,Couple Leisure,Economy Class,Kuala Lumpur to Langkawi,Mar-20,,,1,,1,1,no
14549,Malindo Air,1,Solo Leisure,Economy Class,Jakarta to Kochi via Kuala Lumpur,Mar-20,1,1,1,1,1,1,no
14550,Malindo Air,9,Couple Leisure,Economy Class,Hong Kong to Kuala Lumpur,Feb-20,5,4,3,5,1,4,yes
14551,Malindo Air,1,Solo Leisure,Economy Class,Sydney to Bali,Mar-20,1,1,1,1,1,2,no
14552,Malindo Air,2,Family Leisure,Economy Class,Kota Kinabalu to Kuala Lumpur,Mar-20,5,5,1,1,1,2,no
14553,Malindo Air,1,Couple Leisure,Economy Class,Kochi to Denpasar via Kuala Lumpur,Feb-20,3,2,3,1,3,1,no
14554,Malindo Air,8,Solo Leisure,Economy Class,Kuala Lumpur to Jakarta,Feb-20,5,5,1,4,1,5,yes
14555,Malindo Air,1,Couple Leisure,Economy Class,Denpasar to Kuala Lumpur,Feb-20,1,1,1,1,1,1,no
14556,Malindo Air,1,Business,Business Class,Melbourne to Mumbai via Kuala Lumpur,Feb-20,,,1,,1,3,no
14557,Malindo Air,1,Solo Leisure,Economy Class,Taipei to Brisbane via Kuala Lumpur,Feb-20,1,3,1,1,1,1,no
14558,Malindo Air,1,Family Leisure,Economy Class,Perth to Trivandrum via Kuala Lumpur,Jan-20,1,1,1,1,1,1,no
14559,Malindo Air,1,Solo Leisure,Economy Class,Dhaka to Sydney via Kuala Lumpur,Jan-20,1,1,1,1,1,1,no
14560,Malindo Air,1,Solo Leisure,Economy Class,Denpasar to Melbourne,Jan-20,1,1,1,2,1,1,no
14561,Malindo Air,1,Family Leisure,Economy Class,Mumbai to Perth via Kuala Lumpur,Dec-19,1,1,1,1,1,1,no
14562,Malindo Air,1,Solo Leisure,Economy Class,Kuala Lumpur to Brisbane via Denpasar,Jan-20,1,1,1,5,1,1,no
14563,Malindo Air,1,Solo Leisure,Economy Class,Jakarta to Hong Kong via Kuala Lumpur,Dec-19,1,1,1,1,1,2,no
14564,Malindo Air,6,Family Leisure,Economy Class,Kuching to Kuala Lumpur,Nov-19,4,3,3,3,2,3,no
14565,Malindo Air,1,Couple Leisure,Economy Class,Kuala Lumpur to Da Nang,Jan-20,1,4,1,1,1,1,no
14566,Malindo Air,2,Solo Leisure,Economy Class,Kuala Lumpur to Langkawi,Jan-20,1,3,1,1,1,3,yes
14567,Malindo Air,1,Couple Leisure,Business Class,Delhi to Bali via Kuala Lumpur,Jan-20,1,1,1,1,1,1,no
14568,Malindo Air,2,Solo Leisure,Economy Class,Sandakan to Kota Kinabalu,Oct-19,,,1,,1,2,no
14569,Malindo Air,1,Solo Leisure,Economy Class,Ho Chi Minh City to Bengaluru via Kuala Lumpur,Dec-19,1,1,1,1,1,1,no
14570,Malindo Air,1,Couple Leisure,Economy Class,Kuala Lumpur to Hi Chi Minh City via Selangor,Dec-19,2,2,1,1,1,1,no
14571,Malindo Air,5,Couple Leisure,Economy Class,Sydney to Bali,Dec-19,3,1,1,1,4,4,no
14572,Malindo Air,4,Solo Leisure,Economy Class,Bangkok to Perth via Kuala Lumpur,Dec-19,4,1,1,3,1,2,no
14573,Malindo Air,2,Solo Leisure,Economy Class,Kathmandu to Perth via Kuala Lumpur,Oct-19,1,1,1,1,1,1,no
14574,Malindo Air,2,Solo Leisure,Economy Class,Kuala Lumpur to Denpasar,Dec-19,2,2,1,2,1,2,no
14575,Malindo Air,1,Couple Leisure,Economy Class,Bali to Kuala Lumpur,Dec-19,1,1,1,1,1,1,no
14576,Malindo Air,1,Family Leisure,Economy Class,Melbourne to Delhi,Dec-19,2,1,1,1,1,1,no
14577,Malindo Air,1,Solo Leisure,Economy Class,Hong Kong to Jakarta via Kuala Lumpur,Dec-19,4,1,1,1,1,1,no
14578,Malindo Air,1,Couple Leisure,Economy Class,Kuala Lumpur to Mumbai,Nov-19,,,1,1,1,1,no
14579,Malindo Air,3,Solo Leisure,Economy Class,Colombo to Sydney via Bali,Nov-19,1,2,1,1,1,2,no
14580,Malindo Air,2,Couple Leisure,Economy Class,Bali to Trivandrum via Kuala Lumpur,Nov-19,2,3,3,1,2,1,no
14581,Malindo Air,1,Couple Leisure,Economy Class,Delhi to Kuala Lumpur,Nov-19,2,1,1,1,3,1,no
14582,Malindo Air,1,Couple Leisure,Economy Class,Colombo to Kathmandu via Kuala Lumpur,Nov-19,1,1,1,1,1,1,no
14583,Malindo Air,1,Family Leisure,Economy Class,Kuala Lumpur to Dehli,Nov-19,3,3,1,3,1,3,no
14584,Malindo Air,1,Solo Leisure,Economy Class,Mumbai to Bali via Kuala Lumpur,Nov-19,1,1,1,1,1,1,no
14585,Malindo Air,1,Solo Leisure,Economy Class,Kuala Lumpur to Yangon,Oct-19,,,1,1,1,1,no
14586,Malindo Air,2,Couple Leisure,Economy Class,Bali to Sydney,Nov-19,2,1,1,1,1,3,yes
14587,Malindo Air,1,Business,Economy Class,Perth to Kuala Lumpur,Nov-19,1,1,1,2,1,1,no
14588,Malindo Air,5,Solo Leisure,Economy Class,Kuala Lumpur to Singapore,Nov-19,4,4,1,4,1,3,yes
14589,Malindo Air,1,Solo Leisure,Economy Class,Johor Bahru to Subang,Nov-19,3,3,1,3,1,1,no
14590,Malindo Air,2,Business,Business Class,Melbourne to Bali,Oct-19,2,1,1,1,1,2,no
14591,Malindo Air,1,Business,Economy Class,Kuala Lumpur to Singapore,Oct-19,1,1,1,1,1,1,no
14592,Malindo Air,1,Family Leisure,Economy Class,Sydney to Bali,Oct-19,2,1,1,1,1,1,no
14593,Malindo Air,1,Solo Leisure,Economy Class,Kathmandu to Bali via Kuala Lumpur,Oct-19,3,2,1,1,2,1,no
14594,Malindo Air,1,Solo Leisure,Economy Class,Denpasar to Sydney,Oct-19,1,1,1,1,1,1,no
14595,Malindo Air,2,Business,Economy Class,Singapore to Kuala Lumpur ,Oct-19,1,2,1,1,1,1,no
14596,Malindo Air,1,Solo Leisure,Economy Class,Ipoh to Johor Bahru,Sep-19,,,1,1,1,1,no
14597,Malindo Air,1,Solo Leisure,Economy Class,Sydney to Bali,Aug-19,1,1,1,1,1,1,no
14598,Malindo Air,1,Solo Leisure,Economy Class,Kuala Lumpur to Melbourne via Bali,Sep-19,3,4,1,1,3,1,no
14599,Malindo Air,8,Family Leisure,Economy Class,Kuala Lumpur to Kota Kinabalu,Dec-18,4,4,3,4,1,4,yes
14600,Malindo Air,3,Family Leisure,Business Class,Kuala Lumpur to Perth,Aug-19,1,5,2,1,1,1,no
14601,Malindo Air,2,Couple Leisure,Economy Class,Jakarta to Penang via Kuala Lumpur,Sep-19,2,2,1,1,3,3,no
14602,Malindo Air,6,Solo Leisure,Economy Class,Kuala Lumpur to Perth,Aug-19,4,4,3,2,1,5,yes
14603,Malindo Air,1,Solo Leisure,Economy Class,Bangkok to Bali via Kuala Lumpur,Aug-19,1,3,2,1,3,3,no
14604,Malindo Air,1,Solo Leisure,Economy Class,Kuala Lumpur to Lahore,Aug-19,,,1,,1,1,no
14605,Malindo Air,1,Couple Leisure,Economy Class,Bengaluru to Denpasar via Kuala Lumpur,Aug-19,,,1,1,1,1,no
14606,Malindo Air,1,Couple Leisure,Economy Class,Denpasar to Kuala Lumpur,Aug-19,1,1,1,1,1,1,no
14607,Malindo Air,1,Family Leisure,Economy Class,Melaka to Langkawi,Aug-19,5,5,1,5,1,5,yes
14608,Malindo Air,1,Family Leisure,Economy Class,Lahore to Kuala Lumpur,Jul-19,,,1,1,1,2,no
14609,Malindo Air,9,Couple Leisure,Economy Class,Melbourne to Denpasar,Aug-19,3,5,5,5,1,5,yes
14610,Malindo Air,2,Business,Economy Class,Kuala Lumpur to Kathmandu,Aug-19,2,1,1,1,1,1,no
14611,Malindo Air,1,Solo Leisure,Economy Class,Ho Chi Minh City to Kuala Lumpur,Jul-19,3,4,1,1,1,3,no
14612,Mandarin Airlines,8,Solo Leisure,Economy Class,Hong Kong to Kahsioung,Jul-19,5,5,4,4,1,5,yes
14613,Mandarin Airlines,7,Couple Leisure,Economy Class,HKG to TXG,Nov-15,4,5,3,4,1,4,yes
14614,Mandarin Airlines,7,Solo Leisure,Economy Class,Taichung to Hong Kong,Oct-15,3,4,3,1,1,4,yes
14615,Mandarin Airlines,8,Solo Leisure,Economy Class,Taipei Songshan to Kinmen,Jul-15,4,4,3,3,1,5,yes
14616,Mann Yadanarpon Airlines,7,Couple Leisure,Economy Class,Nyaung U to Mandalay,Dec-18,4,3,2,2,1,3,yes
14617,Mann Yadanarpon Airlines,9,Couple Leisure,Economy Class,Yangon to Thandwe,Jan-17,3,5,5,3,1,2,yes
14618,Manta Air,9,Couple Leisure,Economy Class,Male to Dhaalu,Nov-20,5,5,5,4,1,3,yes
14619,Martinair,8,,Economy Class,,,,,1,,1,4,yes
14620,Martinair,3,,Economy Class,,,,,1,,1,1,no
14621,Martinair,n,,Economy Class,,,,,1,,1,1,no
14622,Martinair,3,,Economy Class,,,,,1,,1,1,no
14623,Martinair,2,,Economy Class,,,,,1,,1,1,no
14624,Martinair,4,,Economy Class,,,,,1,,1,1,no
14625,Martinair,2,,,,,,,1,,1,1,no
14626,Martinair,9,,Economy Class,,,,,1,,1,4,yes
14627,Martinair,4,,,,,,,1,,1,,no
14628,Martinair,4,,,,,,,1,,1,,no
14629,Martinair,4,,,,,,,1,,1,,no
14630,Martinair,1,,,,,,,1,,1,,no
14631,Martinair,1,,,,,,,1,,1,,no
14632,Martinair,2,,,,,,,1,,1,,no
14633,Martinair,4,,,,,,,1,,1,,no
14634,Martinair,1,,,,,,,1,,1,,no
14635,Martinair,n,,,,,,,1,,1,,no
14636,Martinair,n,,,,,,,1,,1,,no
14637,Martinair,n,,,,,,,1,,1,,no
14638,Martinair,n,,,,,,,1,,1,,no
14639,Martinair,n,,,,,,,1,,1,,no
14640,Martinair,n,,,,,,,1,,1,,no
14641,Mauritania Airlines,2,Couple Leisure,Business Class,Nouakchott to Dakar,Dec-19,3,1,1,2,1,3,no
14642,Mauritania Airlines,4,Business,Economy Class,Freetown to Dakar via Conakry,Sep-18,1,1,1,2,1,2,no
14643,Maya Island Air,1,Couple Leisure,Economy Class,Belize City to San Pedro,Sep-21,1,1,1,1,1,1,no
14644,Maya Island Air,1,Couple Leisure,Economy Class,San Pedro to Belize City,Feb-20,2,1,1,1,1,1,no
14645,MAYAir,1,Business,Economy Class,Cancun to Cozumel,Nov-15,3,4,1,3,1,4,no
14646,MEGA Maldives Airlines,4,Family Leisure,Business Class,Delhi to Male,Feb-17,1,4,2,2,1,1,no
14647,Meridiana,1,Solo Leisure,Economy Class,Milan Malpensa to Cairo,Feb-18,5,5,3,4,1,5,yes
14648,Meridiana,1,Business,Economy Class,Dakar to Milan,Dec-17,,,1,1,1,1,no
14649,Meridiana,1,Family Leisure,Economy Class,Naples to New York JFK,Sep-17,1,1,1,1,1,2,no
14650,Meridiana,1,Couple Leisure,Economy Class,Naples to New York JFK,Sep-17,1,1,1,1,1,1,no
14651,Meridiana,1,Business,Economy Class,Naples to New York JFK,Sep-17,1,1,1,1,1,1,no
14652,Meridiana,8,Solo Leisure,Economy Class,Naples to New York JFK,Jun-17,4,5,5,5,2,5,yes
14653,Meridiana,8,Solo Leisure,Economy Class,Roma to Olbia,Jun-17,4,5,1,5,1,3,yes
14654,Meridiana,2,Solo Leisure,Economy Class,MXP to MRU,Oct-16,1,1,1,1,1,1,no
14655,Meridiana,8,Couple Leisure,Business Class,JFK to NAP,Sep-16,4,5,4,5,3,5,yes
14656,Meridiana,1,Couple Leisure,Economy Class,JFK to PMO,Sep-16,,,1,1,1,1,no
14657,Meridiana,1,Couple Leisure,Economy Class,LGW to OLB,Sep-16,1,4,1,1,1,1,no
14658,Meridiana,1,Couple Leisure,Economy Class,NAP to JFK,Sep-16,1,2,2,1,1,1,no
14659,Meridiana,1,Couple Leisure,Economy Class,JFK to NAP,Sep-16,1,1,1,1,1,1,no
14660,Meridiana,9,Couple Leisure,Economy Class,JFK to NAP,Sep-16,4,4,4,5,3,5,yes
14661,Meridiana,6,Couple Leisure,Economy Class,NAP to JFK,Sep-16,3,3,3,2,1,5,yes
14662,Meridiana,1,Solo Leisure,Economy Class,LGW to NAP,Sep-16,5,5,5,5,1,5,yes
14663,Meridiana,1,Family Leisure,Economy Class,JFK to PMO,Jun-16,3,4,3,5,3,5,yes
14664,Meridiana,1,Family Leisure,Economy Class,LGW to OLB,Jul-16,5,5,4,5,1,5,yes
14665,Meridiana,1,Family Leisure,Economy Class,JFK to NAP,Jul-16,1,1,1,1,1,1,no
14666,Meridiana,3,Couple Leisure,Economy Class,LGW to OLB,Jun-16,2,3,2,4,1,3,no
14667,Meridiana,1,Family Leisure,Economy Class,VCE to OLB,Jun-16,1,1,1,1,1,1,no
14668,Meridiana,2,Family Leisure,Economy Class,LGW to NAP,Jun-16,3,3,1,1,1,1,no
14669,Meridiana,7,Family Leisure,Economy Class,JFK to PMO,Jun-16,2,3,3,4,1,4,yes
14670,Meridiana,4,Couple Leisure,Economy Class,NAP to LGW,Jun-16,1,4,2,1,1,2,no
14671,Meridiana,9,Solo Leisure,Economy Class,MXP to MUC,May-16,3,5,1,5,1,5,yes
14672,Meridiana,1,Business,Economy Class,JFK to NAP,May-16,1,1,1,1,1,1,no
14673,Meridiana,1,Family Leisure,Economy Class,MXP to SSH,Mar-16,,,1,1,1,1,no
14674,Meridiana,1,Couple Leisure,Economy Class,LGW to NAP,Mar-16,1,1,1,1,1,1,no
14675,Meridiana,7,Couple Leisure,Economy Class,JFK to Naples,Sep-15,1,2,3,5,3,5,yes
14676,Meridiana,2,Family Leisure,Business Class,JFK to PMO,Aug-15,1,1,1,1,1,1,no
14677,Meridiana,6,Couple Leisure,Economy Class,BGY to OLB,Aug-15,3,2,1,2,1,2,no
14678,Meridiana,7,Solo Leisure,Economy Class,JFK to NAP,Jun-15,5,5,5,5,1,5,yes
14679,Meridiana,1,Family Leisure,Economy Class,JFK to Palermo,Aug-15,1,1,1,1,1,2,no
14680,Meridiana,3,Family Leisure,Economy Class,LGW to Olbia,Jul-15,1,2,1,2,1,1,no
14681,Meridiana,3,Family Leisure,Economy Class,Naples to New York,Jul-15,2,3,4,2,4,3,no
14682,Meridiana,1,,Economy Class,,,4,5,4,,4,5,yes
14683,Meridiana,8,,Economy Class,,,4,4,3,,0,4,yes
14684,Meridiana,1,,Economy Class,,,3,5,5,,4,5,yes
14685,Meridiana,8,,Business Class,,,4,4,4,,3,4,yes
14686,Meridiana,7,,Economy Class,,,3,4,3,,0,3,yes
14687,Meridiana,n,,Economy Class,,,2,1,1,,1,1,no
14688,Meridiana,8,,Economy Class,,,3,4,2,,2,4,yes
14689,Meridiana,4,,Economy Class,,,2,3,3,,1,2,no
14690,Meridiana,n,,Economy Class,,,1,1,3,,2,2,no
14691,Meridiana,8,,Economy Class,,,4,4,4,,3,5,yes
14692,Meridiana,1,,Economy Class,,,1,1,1,,1,1,no
14693,Meridiana,9,,Economy Class,,,4,5,5,,0,4,yes
14694,Meridiana,n,,Economy Class,,,3,4,0,,0,0,no
14695,Meridiana,2,,Economy Class,,,2,2,2,,1,1,no
14696,Meridiana,1,,Economy Class,,,4,5,5,,4,5,yes
14697,Meridiana,7,,Economy Class,,,4,4,3,,2,4,yes
14698,Meridiana,1,,Economy Class,,,3,4,4,,0,5,yes
14699,Meridiana,9,,Economy Class,,,3,5,5,,0,5,yes
14700,Meridiana,n,,Economy Class,,,3,1,1,,1,2,no
14701,Meridiana,n,,Economy Class,,,1,2,2,,1,1,no
14702,Meridiana,n,,Economy Class,,,3,1,1,,1,1,no
14703,Meridiana,5,,Economy Class,,,4,2,4,,1,2,no
14704,Meridiana,2,,Economy Class,,,3,1,1,,2,3,no
14705,Meridiana,n,,Economy Class,,,3,1,0,,0,1,no
14706,Meridiana,n,,Economy Class,,,3,4,1,,1,3,no
14707,Meridiana,7,,Economy Class,,,2,4,1,,1,4,yes
14708,Meridiana,5,,Economy Class,,,3,4,4,,1,2,no
14709,Meridiana,3,,Economy Class,,,2,2,2,,1,3,no
14710,Meridiana,9,,Economy Class,,,4,3,4,,1,5,yes
14711,Meridiana,8,,Economy Class,,,4,5,4,,1,5,yes
14712,Meridiana,1,,Economy Class,,,0,0,0,,1,0,no
14713,Meridiana,1,,Economy Class,,,3,2,0,,1,1,no
14714,Meridiana,9,,Economy Class,,,4,4,3,,1,5,yes
14715,Meridiana,2,,Economy Class,,,2,1,2,,1,1,no
14716,Meridiana,7,,Economy Class,,,4,3,3,,1,4,yes
14717,Meridiana,3,,Economy Class,,,4,1,1,,1,1,no
14718,Meridiana,8,,Economy Class,,,4,4,3,,1,4,yes
14719,Meridiana,9,,Economy Class,,,,,1,,1,4,yes
14720,Meridiana,9,,Economy Class,,,,,1,,1,4,yes
14721,Meridiana,1,,Economy Class,,,,,1,,1,1,no
14722,Meridiana,1,,Economy Class,,,,,1,,1,1,no
14723,Meridiana,2,,Economy Class,,,,,1,,1,1,no
14724,Meridiana,1,,Economy Class,,,,,1,,1,1,no
14725,Meridiana,9,,Economy Class,,,,,1,,1,4,yes
14726,Meridiana,1,,Business Class,,,,,1,,1,1,no
14727,Meridiana,1,,Economy Class,,,,,1,,1,1,no
